name,source,rarity,type,official_price_gp,req_attune,url,alias,req_attune_class,weapon_bonus,weapon_attack_bonus,weapon_damage_bonus,ac_bonus,saving_throw_bonus,ability_check_bonus,proficiency_bonus_mod,spell_attack_bonus,spell_save_dc_bonus,spell_damage_bonus,bonus_saving_throw_concentration,damage_resistances,damage_immunities,damage_vulnerabilities,condition_immunities,spell_scroll_level,attached_spells,charges,recharge,recharge_amount,speed_mods,grants_language,grants_proficiency,is_sentient,is_cursed,is_tattoo,is_wondrous,is_focus,is_poison,is_firearm,reload,armor_ac,armor_strength_req,vehicle_speed,vehicle_ac,vehicle_hp,vehicle_crew,vehicle_cargo_capacity,is_ammunition,is_shield,stealth_penalty,strength_req,crit_threshold,item_tier,ability_score_mods,weapon_properties,item_type_code,is_generic_variant,material,spell_battery_max_level,extra_damage_avg,extra_damage_dice,extra_damage_condition,extra_damage_condition_detail,extra_damage_multiplier,minor_beneficial,major_beneficial,minor_detrimental,major_detrimental,has_fixed_beneficial,has_fixed_detrimental,moonblade_properties,staff_forgotten_one_beneficial,staff_forgotten_one_detrimental,flight_full,flight_limited,darkvision_feet,truesight,blindsight,tremorsense,teleportation,invisibility_atwill,healing_daily_hp,healing_consumable_avg,healing_permanent_hp,tome_manual_boost,concentration_free,crit_immunity,wish_effect,spell_absorption,stealth_advantage,legendary_resistance,swim_speed,climb_speed,burrow_speed,save_advantage,save_advantage_tiers,save_advantage_broad,save_advantage_category,save_advantage_situational,condition_immunity_prose,language_known,unarmed_strike_bonus,unarmed_strike_damage,spell_casting_abilities,curse_effects,environmental_breathing,water_breathing,immune_to_disease,death_save_advantage,conditional_save_advantage,check_advantage,check_disadvantage,save_disadvantage,is_focus_prose,save_dc,temp_hp_avg,temp_hp_frequency,hp_max_flat,hp_max_per_level,initiative_bonus,initiative_advantage,extra_damage_priced_avg,normalized_name,dsa_price,msrp_price,dmpg_price,amalgamated_price,price_sources,price_confidence,power_score,defensive_score,spell_complexity,interaction_weapon_damage,interaction_flight_invisibility,rule_price,price_source,has_reference_source,criteria_coverage,guide_spread,price_authority,generic_parent,variant_base_price,variant_adjustment,variant_price,variant_adjusted_price
Glaive of Certain Death,EGW,rare,M|XPHB,,none,https://5e.tools/items.html#glaive%20of%20certain%20death_egw,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['H|XPHB', 'R|XPHB', '2H|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,glaive of certain death,,,,,,none,,,,0.0,0.0,4548.16435816539,rule+variant,True,0,,rule,Weapon of Certain Death,4978.211009174312,0.07908979546989114,5096.328716330779,4548.16435816539
Glaive of Life Stealing,XDMG,rare,M|XPHB,,open,https://5e.tools/items.html#glaive%20of%20life%20stealing_xdmg,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['H|XPHB', 'R|XPHB', '2H|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,glaive of life stealing,,,,,,none,,,,0.0,0.0,3770.3510334642933,rule+variant,True,0,,rule,Sword of Life Stealing,3600.0,0.3154648767857287,3940.7020669285866,3770.3510334642933
Glaive of Sharpness,XDMG,very_rare,M|XPHB,,open,https://5e.tools/items.html#glaive%20of%20sharpness_xdmg,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['H|XPHB', 'R|XPHB', '2H|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,glaive of sharpness,,,,,,none,,,,0.0,0.0,12528.202921217846,rule+variant,True,0,,rule,Sword of Sharpness,12150.0,0.20751874963942185,12906.405842435692,12528.202921217846
Glaive of Showmanship,24GriffonsSaddlebag1,common,M|XPHB,,none,https://5e.tools/items.html#glaive%20of%20showmanship_24griffonssaddlebag1,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['H|XPHB', 'R|XPHB', '2H|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,glaive of showmanship,,,,,,none,,,,0.0,0.0,140.00745275129853,rule+variant,True,0,,rule,Weapon of Showmanship,175.8426966292135,0.07908979546989114,180.01490550259706,140.00745275129853
Glaive of Spite,24GriffonsSaddlebag1,uncommon,M|XPHB,,open,https://5e.tools/items.html#glaive%20of%20spite_24griffonssaddlebag1,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['H|XPHB', 'R|XPHB', '2H|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,glaive of spite,,,,,,none,,,,0.0,0.0,399.5998458858952,rule+variant,True,1,,rule,Weapon of Spite,456.5275423728813,0.11990623328406573,472.94969177179047,399.5998458858952
Glaive of the Revenant King,GriffonsSaddlebag2,legendary,M,,open,https://5e.tools/items.html#glaive%20of%20the%20revenant%20king_griffonssaddlebag2,,,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,True,False,False,False,False,False,False,,,,,,,,,False,False,False,,,major,[],"['F', 'H', 'R', '2H']",M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,120,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],['charisma'],[],[],False,,0.0,,0.0,0,0,False,0.0,glaive of the revenant king,,,,,,none,,,,0.0,0.0,69552.0,rule,False,2,,rule,,,,,
Glaive of the Sun And Moon,ObojimaTallGrass,rare,M,,open,https://5e.tools/items.html#glaive%20of%20the%20sun%20and%20moon_obojimatallgrass,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['H', 'R', '2H']",M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,glaive of the sun and moon,,,,,,none,,,,0.0,0.0,3670.4725125548302,rule+variant,True,0,,rule,Weapon of the Sun And Moon,3654.2410714285716,0.07908979546989114,3740.94502510966,3670.4725125548302
Glaive of Throne's Command,BMT,very_rare,M|XPHB,,open,https://5e.tools/items.html#glaive%20of%20throne's%20command_bmt,,,1.0,,,,,,,,,,,[],[],[],[],,[],5,dawn,{@dice 1d4},{},False,True,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['H|XPHB', 'R|XPHB', '2H|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,16.0,0.0,,0.0,0,0,False,0.0,glaive of thrones command,,,,,,none,,,,0.0,0.0,18282.875225963086,rule+variant,True,1,,rule,Weapon of Throne's Command,18094.949999999993,0.08996072604532976,18583.300451926174,18282.875225963086
Glaive of Vengeance,XDMG,uncommon,M|XPHB,,open,https://5e.tools/items.html#glaive%20of%20vengeance_xdmg,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,True,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['H|XPHB', 'R|XPHB', '2H|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,15.0,0.0,,0.0,0,0,False,0.0,glaive of vengeance,,,,,,none,,,,0.0,0.0,380.3425184461504,rule+variant,True,2,,rule,Sword of Vengeance,396.875,0.3154648767857287,434.4350368923008,380.3425184461504
Glaive of Warning,XDMG,uncommon,M|XPHB,,open,https://5e.tools/items.html#glaive%20of%20warning_xdmg,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['H|XPHB', 'R|XPHB', '2H|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,glaive of warning,,,,,,none,,,,0.0,0.0,758.2517717814376,rule+variant,True,0,,rule,Weapon of Warning,822.0,0.07908979546989114,841.5035435628752,758.2517717814376
Glaive of Wounding,XDMG,rare,M|XPHB,,open,https://5e.tools/items.html#glaive%20of%20wounding_xdmg,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['H|XPHB', 'R|XPHB', '2H|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,15.0,0.0,,0.0,0,0,False,0.0,glaive of wounding,1715.0,1750.0,1200.0,1626.0,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,1626.0,rule,True,0,0.3536977491961415,anchor,Sword of Wounding,1626.0,0.3154648767857287,1779.8837668960784,
Glaive Terrorasque (rare),HelianasGuidetoMonsterHunting,rare,M,,open,https://5e.tools/items.html#glaive%20terrorasque%20(rare)_helianasguidetomonsterhunting,,,1.0,,,,,,,,,,,[],[],[],[],,[],5,dawn,{@dice 1d4 + 1},{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['H', 'R', '2H']",M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,15.0,0.0,,0.0,0,0,False,0.0,glaive terrorasque rare,,,,,,none,,,,0.0,0.0,5956.2,rule+variant,True,1,,rule,Terrorasque (rare),5956.2,0.0,5956.2,5956.2
Glaive Terrorasque (very rare),HelianasGuidetoMonsterHunting,very_rare,M,,open,https://5e.tools/items.html#glaive%20terrorasque%20(very%20rare)_helianasguidetomonsterhunting,,,2.0,,,,,,,,,,,[],[],[],[],,[],7,dawn,{@dice 1d6 + 1},{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['H', 'R', '2H']",M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,16.0,0.0,,0.0,0,0,False,0.0,glaive terrorasque very rare,,,,,,none,,,,0.0,0.0,25489.8,rule+variant,True,1,,rule,Terrorasque (very rare),25489.8,0.0,25489.8,25489.8
Glamerweave,ERLW,varies,,,none,https://5e.tools/items.html#glamerweave_erlw,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,True,False,False,False,,,,,,,,,False,False,False,,,,[],[],,True,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,glamerweave,,,,,,none,,,,0.0,0.0,750.0,rule,False,0,,rule,,,,,
Glamoured Studded Leather,XDMG,rare,LA|XPHB,,none,https://5e.tools/items.html#glamoured%20studded%20leather_xdmg,,,,,,1.0,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,12.0,,,,,,,False,False,False,,,,[],[],LA|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,glamoured studded leather,4158.0,1750.0,,2954.0,"DSA,MSRP",multi,,1.0,,0.0,0.0,2954.0,rule,True,1,0.8151658767772512,anchor,,,,,
Glass Carver,GriffonsSaddlebag2,uncommon,M,,none,https://5e.tools/items.html#glass%20carver_griffonssaddlebag2,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,minor,[],"['F', 'L', 'T']",M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,glass carver,,,,,,none,,,,0.0,0.0,750.0,rule,False,0,,rule,,,,,
Glass-Studded Armor,GrimHollowCG24,rare,LA|XPHB,,open,https://5e.tools/items.html#glass-studded%20armor_grimhollowcg24,,,,,,,,,,,,,,['radiant'],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,12.0,,,,,,,False,False,False,,,,[],[],LA|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,glass-studded armor,,,,,,none,,,,0.0,0.0,3870.0,rule,False,1,,rule,,,,,
Glass-Studded Armor,GrimHollowLairsEtharis,rare,LA,,open,https://5e.tools/items.html#glass-studded%20armor_grimhollowlairsetharis,,,,,,,,,,,,,,['radiant'],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,12.0,,,,,,,False,False,False,,,,[],[],LA,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,glass-studded armor,,,,,,none,,,,0.0,0.0,3870.0,rule,False,1,,rule,,,,,
Glimmering Moon Longbow,BMT,rare,R|XPHB,,open,https://5e.tools/items.html#glimmering%20moon%20longbow_bmt,,,1.0,,,,,,,,,,,"['bludgeoning', 'piercing', 'slashing']",[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A|XPHB', 'H|XPHB', '2H|XPHB']",R|XPHB,False,,,3.5,1d6,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,3.5,glimmering moon longbow,,,,,,none,,,,3.5,0.0,10878.1875,rule+variant,True,3,,rule,Glimmering Moonbow,10485.0,0.25,11271.375,10878.1875
Glimmering Moon Shortbow,BMT,rare,R|XPHB,,open,https://5e.tools/items.html#glimmering%20moon%20shortbow_bmt,,,1.0,,,,,,,,,,,"['bludgeoning', 'piercing', 'slashing']",[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A|XPHB', '2H|XPHB']",R|XPHB,False,,,3.5,1d6,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,3.5,glimmering moon shortbow,,,,,,none,,,,3.5,0.0,10091.8125,rule+variant,True,3,,rule,Glimmering Moonbow,10485.0,-0.25,9698.625,10091.8125
Gloomwrought Breastplate,BMT,rare,MA|XPHB,,open,https://5e.tools/items.html#gloomwrought%20breastplate_bmt,,,,,,,,,,,,,,[],[],[],[],,[],3,dawn,{@dice 1d3},{},False,False,False,False,False,False,False,False,False,,14.0,,,,,,,False,False,False,,,,[],[],MA|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,['saving throws'],['CATEGORY'],0,1,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,15.0,0.0,,0.0,0,0,False,0.0,gloomwrought breastplate,,,,,,none,,,,0.0,0.0,4846.361538461539,rule+variant,True,1,,rule,Gloomwrought Armor,4773.323076923078,0.0,4773.323076923078,4846.361538461539
Gloomwrought Chain Mail,BMT,rare,HA|XPHB,,open,https://5e.tools/items.html#gloomwrought%20chain%20mail_bmt,,,,,,,,,,,,,,[],[],[],[],,[],3,dawn,{@dice 1d3},{},False,False,False,False,False,False,False,False,False,,16.0,13.0,,,,,,False,False,True,13.0,,,[],[],HA|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,['saving throws'],['CATEGORY'],0,1,0,[],[],,,[],[],False,False,False,False,[],[],['dexterity (stealth)'],[],False,15.0,0.0,,0.0,0,0,False,0.0,gloomwrought chain mail,,,,,,none,,,,0.0,0.0,4904.682527472528,rule+variant,True,1,,rule,Gloomwrought Armor,4773.323076923078,0.2857142857142857,5182.465054945055,4904.682527472528
Gloomwrought Chain Shirt,BMT,rare,MA|XPHB,,open,https://5e.tools/items.html#gloomwrought%20chain%20shirt_bmt,,,,,,,,,,,,,,[],[],[],[],,[],3,dawn,{@dice 1d3},{},False,False,False,False,False,False,False,False,False,,13.0,,,,,,,False,False,False,,,,[],[],MA|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,['saving throws'],['CATEGORY'],0,1,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,15.0,0.0,,0.0,0,0,False,0.0,gloomwrought chain shirt,,,,,,none,,,,0.0,0.0,4586.5760439560445,rule+variant,True,1,,rule,Gloomwrought Armor,4773.323076923078,-0.14285714285714285,4568.752087912088,4586.5760439560445
Gloomwrought Half Plate Armor,BMT,rare,MA|XPHB,,open,https://5e.tools/items.html#gloomwrought%20half%20plate%20armor_bmt,,,,,,,,,,,,,,[],[],[],[],,[],3,dawn,{@dice 1d3},{},False,False,False,False,False,False,False,False,False,,15.0,,,,,,,False,False,True,,,,[],[],MA|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,['saving throws'],['CATEGORY'],0,1,0,[],[],,,[],[],False,False,False,False,[],[],['dexterity (stealth)'],[],False,15.0,0.0,,0.0,0,0,False,0.0,gloomwrought half plate armor,,,,,,none,,,,0.0,0.0,5106.147032967034,rule+variant,True,1,,rule,Gloomwrought Armor,4773.323076923078,0.14285714285714285,4977.894065934067,5106.147032967034
Gloomwrought Hide Armor,BMT,rare,MA|XPHB,,open,https://5e.tools/items.html#gloomwrought%20hide%20armor_bmt,,,,,,,,,,,,,,[],[],[],[],,[],3,dawn,{@dice 1d3},{},False,False,False,False,False,False,False,False,False,,12.0,,,,,,,False,False,False,,,,[],[],MA|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,['saving throws'],['CATEGORY'],0,1,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,15.0,0.0,,0.0,0,0,False,0.0,gloomwrought hide armor,,,,,,none,,,,0.0,0.0,4466.29054945055,rule+variant,True,1,,rule,Gloomwrought Armor,4773.323076923078,-0.2857142857142857,4364.181098901099,4466.29054945055
Gloomwrought Leather Armor,BMT,rare,LA|XPHB,,open,https://5e.tools/items.html#gloomwrought%20leather%20armor_bmt,,,,,,,,,,,,,,[],[],[],[],,[],3,dawn,{@dice 1d3},{},False,False,False,False,False,False,False,False,False,,11.0,,,,,,,False,False,False,,,,[],[],LA|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,['saving throws'],['CATEGORY'],0,1,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,15.0,0.0,,0.0,0,0,False,0.0,gloomwrought leather armor,,,,,,none,,,,0.0,0.0,4364.005054945055,rule+variant,True,1,,rule,Gloomwrought Armor,4773.323076923078,-0.42857142857142855,4159.610109890111,4364.005054945055
Gloomwrought Padded Armor,BMT,rare,LA|XPHB,,open,https://5e.tools/items.html#gloomwrought%20padded%20armor_bmt,,,,,,,,,,,,,,[],[],[],[],,[],3,dawn,{@dice 1d3},{},False,False,False,False,False,False,False,False,False,,11.0,,,,,,,False,False,True,,,,[],[],LA|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,['saving throws'],['CATEGORY'],0,1,0,[],[],,,[],[],False,False,False,False,[],[],['dexterity (stealth)'],[],False,15.0,0.0,,0.0,0,0,False,0.0,gloomwrought padded armor,,,,,,none,,,,0.0,0.0,4361.755054945055,rule+variant,True,1,,rule,Gloomwrought Armor,4773.323076923078,-0.42857142857142855,4159.610109890111,4361.755054945055
Gloomwrought Plate Armor,BMT,rare,HA|XPHB,,open,https://5e.tools/items.html#gloomwrought%20plate%20armor_bmt,,,,,,,,,,,,,,[],[],[],[],,[],3,dawn,{@dice 1d3},{},False,False,False,False,False,False,False,False,False,,18.0,15.0,,,,,,False,False,True,15.0,,,[],[],HA|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,['saving throws'],['CATEGORY'],0,1,0,[],[],,,[],[],False,False,False,False,[],[],['dexterity (stealth)'],[],False,15.0,0.0,,0.0,0,0,False,0.0,gloomwrought plate armor,,,,,,none,,,,0.0,0.0,5750.503516483517,rule+variant,True,1,,rule,Gloomwrought Armor,4773.323076923078,0.5714285714285714,5591.607032967034,5750.503516483517
Gloomwrought Ring Mail,BMT,rare,HA|XPHB,,open,https://5e.tools/items.html#gloomwrought%20ring%20mail_bmt,,,,,,,,,,,,,,[],[],[],[],,[],3,dawn,{@dice 1d3},{},False,False,False,False,False,False,False,False,False,,14.0,,,,,,,False,False,True,,,,[],[],HA|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,['saving throws'],['CATEGORY'],0,1,0,[],[],,,[],[],False,False,False,False,[],[],['dexterity (stealth)'],[],False,15.0,0.0,,0.0,0,0,False,0.0,gloomwrought ring mail,,,,,,none,,,,0.0,0.0,4679.861538461539,rule+variant,True,1,,rule,Gloomwrought Armor,4773.323076923078,0.0,4773.323076923078,4679.861538461539
Gloomwrought Scale Mail,BMT,rare,MA|XPHB,,open,https://5e.tools/items.html#gloomwrought%20scale%20mail_bmt,,,,,,,,,,,,,,[],[],[],[],,[],3,dawn,{@dice 1d3},{},False,False,False,False,False,False,False,False,False,,14.0,,,,,,,False,False,True,,,,[],[],MA|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,['saving throws'],['CATEGORY'],0,1,0,[],[],,,[],[],False,False,False,False,[],[],['dexterity (stealth)'],[],False,15.0,0.0,,0.0,0,0,False,0.0,gloomwrought scale mail,,,,,,none,,,,0.0,0.0,4688.861538461539,rule+variant,True,1,,rule,Gloomwrought Armor,4773.323076923078,0.0,4773.323076923078,4688.861538461539
Gloomwrought Spiked Armor,BMT,rare,MA,,open,https://5e.tools/items.html#gloomwrought%20spiked%20armor_bmt,,,,,,,,,,,,,,[],[],[],[],,[],3,dawn,{@dice 1d3},{},False,False,False,False,False,False,False,False,False,,14.0,,,,,,,False,False,True,,,,[],[],MA,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,['saving throws'],['CATEGORY'],0,1,0,[],[],,,[],[],False,False,False,False,[],[],['dexterity (stealth)'],[],False,15.0,0.0,,0.0,0,0,False,0.0,gloomwrought spiked armor,,,,,,none,,,,0.0,0.0,4666.361538461539,rule+variant,True,1,,rule,Gloomwrought Armor,4773.323076923078,0.0,4773.323076923078,4666.361538461539
Gloomwrought Splint Armor,BMT,rare,HA|XPHB,,open,https://5e.tools/items.html#gloomwrought%20splint%20armor_bmt,,,,,,,,,,,,,,[],[],[],[],,[],3,dawn,{@dice 1d3},{},False,False,False,False,False,False,False,False,False,,17.0,15.0,,,,,,False,False,True,15.0,,,[],[],HA|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,['saving throws'],['CATEGORY'],0,1,0,[],[],,,[],[],False,False,False,False,[],[],['dexterity (stealth)'],[],False,15.0,0.0,,0.0,0,0,False,0.0,gloomwrought splint armor,,,,,,none,,,,0.0,0.0,5063.218021978022,rule+variant,True,1,,rule,Gloomwrought Armor,4773.323076923078,0.42857142857142855,5387.0360439560445,5063.218021978022
Gloomwrought Studded Leather Armor,BMT,rare,LA|XPHB,,open,https://5e.tools/items.html#gloomwrought%20studded%20leather%20armor_bmt,,,,,,,,,,,,,,[],[],[],[],,[],3,dawn,{@dice 1d3},{},False,False,False,False,False,False,False,False,False,,12.0,,,,,,,False,False,False,,,,[],[],LA|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,['saving throws'],['CATEGORY'],0,1,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,15.0,0.0,,0.0,0,0,False,0.0,gloomwrought studded leather armor,,,,,,none,,,,0.0,0.0,4466.29054945055,rule+variant,True,1,,rule,Gloomwrought Armor,4773.323076923078,-0.2857142857142857,4364.181098901099,4466.29054945055
