"Name","Source","Type","Rarity","Attunement","Price (gp)","Price Formatted","Price Source","Has Reference"
"Luminescence Maul","TLotRR","M","Unknown Magic","No","774.84","774 gp","Algorithm","True"
"Luminescence Morningstar","TLotRR","M","Unknown Magic","No","730.41","730 gp","Algorithm","True"
"Luminescence Pike","TLotRR","M","Unknown Magic","No","758.71","758 gp","Algorithm","True"
"Luminescence Quarterstaff","TLotRR","M","Unknown Magic","No","703.22","703 gp","Algorithm","True"
"Luminescence Rapier","TLotRR","M","Unknown Magic","No","717.37","717 gp","Algorithm","True"
"Luminescence Scimitar","TLotRR","M","Unknown Magic","No","697.81","697 gp","Algorithm","True"
"Luminescence Shortsword","TLotRR","M","Unknown Magic","No","690.18","690 gp","Algorithm","True"
"Luminescence Sickle","TLotRR","M","Unknown Magic","No","690.18","690 gp","Algorithm","True"
"Luminescence Spear","TLotRR","M","Unknown Magic","No","697.81","697 gp","Algorithm","True"
"Luminescence Trident","TLotRR","M","Unknown Magic","No","703.22","703 gp","Algorithm","True"
"Luminescence War Pick","TLotRR","M","Unknown Magic","No","717.37","717 gp","Algorithm","True"
"Luminescence Warhammer","TLotRR","M","Unknown Magic","No","717.37","717 gp","Algorithm","True"
"Luminescence Whip","TLotRR","M","Unknown Magic","No","697.81","697 gp","Algorithm","True"
"Luminescence Yklwa","TLotRR","M","Unknown Magic","No","725.0","725 gp","Algorithm","True"
"Luminous War Pick","PaBTSO","M","Rare","open","1576.73","1,576 gp","Algorithm","False"
"Lunar Battleaxe","ObojimaTallGrass","M","Uncommon","open","678.41","678 gp","Algorithm","True"
"Lunar Blowgun","ObojimaTallGrass","R","Uncommon","open","662.0","661 gp","Algorithm","True"
"Lunar Club","ObojimaTallGrass","M","Uncommon","open","644.89","644 gp","Algorithm","True"
"Lunar Dagger","ObojimaTallGrass","M","Uncommon","open","636.68","636 gp","Algorithm","True"
"Lunar Dart","ObojimaTallGrass","R","Uncommon","open","620.27","620 gp","Algorithm","True"
"Lunar Double-Bladed Scimitar","ObojimaTallGrass","M","Uncommon","open","683.21","683 gp","Algorithm","True"
"Lunar Flail","ObojimaTallGrass","M","Uncommon","open","670.2","670 gp","Algorithm","True"
"Lunar Glaive","ObojimaTallGrass","M","Uncommon","open","683.21","683 gp","Algorithm","True"
"Lunar Glaive","BookOfEbonTides","M|XPHB","Uncommon","No","720.71","720 gp","Algorithm","True"
"Lunar Greataxe","ObojimaTallGrass","M","Uncommon","open","710.34","710 gp","Algorithm","True"
"Lunar Greatclub","ObojimaTallGrass","M","Uncommon","open","689.25","689 gp","Algorithm","True"
"Lunar Greatsword","ObojimaTallGrass","M","Uncommon","open","708.52","708 gp","Algorithm","True"
"Lunar Halberd","ObojimaTallGrass","M","Uncommon","open","683.21","683 gp","Algorithm","True"
"Lunar Halberd","BookOfEbonTides","M|XPHB","Uncommon","No","720.71","720 gp","Algorithm","True"
"Lunar Hand Crossbow","ObojimaTallGrass","R","Uncommon","open","649.69","649 gp","Algorithm","True"
"Lunar Handaxe","ObojimaTallGrass","M","Uncommon","open","644.89","644 gp","Algorithm","True"
"Lunar Heavy Crossbow","ObojimaTallGrass","R","Uncommon","open","696.21","696 gp","Algorithm","True"
"Lunar Hooked Shortspear","ObojimaTallGrass","M","Uncommon","open","644.89","644 gp","Algorithm","True"
"Lunar Hoopak","ObojimaTallGrass","M","Uncommon","open","644.89","644 gp","Algorithm","True"
"Lunar Javelin","ObojimaTallGrass","M","Uncommon","open","644.89","644 gp","Algorithm","True"
"Lunar Lance","BookOfEbonTides","M|XPHB","Uncommon","No","750.0","750 gp","Algorithm","True"
"Lunar Lance","ObojimaTallGrass","M","Uncommon","open","712.5","712 gp","Algorithm","True"
"Lunar Light Crossbow","ObojimaTallGrass","R","Uncommon","open","681.05","681 gp","Algorithm","True"
"Lunar Light Hammer","ObojimaTallGrass","M","Uncommon","open","644.89","644 gp","Algorithm","True"
"Lunar Light Repeating Crossbow","ObojimaTallGrass","R","Uncommon","open","681.05","681 gp","Algorithm","True"
"Lunar Longbow","ObojimaTallGrass","R","Uncommon","open","670.2","670 gp","Algorithm","True"
"Lunar Longsword","ObojimaTallGrass","M","Uncommon","open","675.0","675 gp","Algorithm","True"
"Lunar Mace","ObojimaTallGrass","M","Uncommon","open","653.09","653 gp","Algorithm","True"
"Lunar Maul","ObojimaTallGrass","M","Uncommon","open","714.56","714 gp","Algorithm","True"
"Lunar Morningstar","ObojimaTallGrass","M","Uncommon","open","678.41","678 gp","Algorithm","True"
"Lunar Musket","ObojimaTallGrass","R","Uncommon","open","714.56","714 gp","Algorithm","True"
"Lunar Net","ObojimaTallGrass","R","Uncommon","open","675.0","675 gp","Algorithm","True"
"Lunar Pike","ObojimaTallGrass","M","Uncommon","open","696.21","696 gp","Algorithm","True"
"Lunar Pistol","ObojimaTallGrass","R","Uncommon","open","675.0","675 gp","Algorithm","True"
"Lunar Quarterstaff","ObojimaTallGrass","M","Uncommon","open","653.09","653 gp","Algorithm","True"
"Lunar Rapier","ObojimaTallGrass","M","Uncommon","open","670.2","670 gp","Algorithm","True"
"Lunar Scimitar","ObojimaTallGrass","M","Uncommon","open","649.69","649 gp","Algorithm","True"
"Lunar Shortbow","ObojimaTallGrass","R","Uncommon","open","644.89","644 gp","Algorithm","True"
"Lunar Shortsword","ObojimaTallGrass","M","Uncommon","open","644.89","644 gp","Algorithm","True"
"Lunar Sickle","ObojimaTallGrass","M","Uncommon","open","644.89","644 gp","Algorithm","True"
"Lunar Sling","ObojimaTallGrass","R","Uncommon","open","649.69","649 gp","Algorithm","True"
"Lunar Spear","ObojimaTallGrass","M","Uncommon","open","649.69","649 gp","Algorithm","True"
"Lunar Trident","ObojimaTallGrass","M","Uncommon","open","653.09","653 gp","Algorithm","True"
"Lunar War Pick","ObojimaTallGrass","M","Uncommon","open","670.2","670 gp","Algorithm","True"
"Lunar Warhammer","ObojimaTallGrass","M","Uncommon","open","670.2","670 gp","Algorithm","True"
"Lunar Whip","ObojimaTallGrass","M","Uncommon","open","649.69","649 gp","Algorithm","True"
"Lunar Yklwa","ObojimaTallGrass","M","Uncommon","open","675.0","675 gp","Algorithm","True"
"Lute of Thunderous Thumping","XDMG","M|XPHB","Very Rare","No","11020.72","11,020 gp","Single source (DSA)","True"
"Luxon Beacon","EGW","","Legendary","No","34858.76","34,858 gp","Single source (DMPG)","True"
"Lycan Battleaxe","GrimHollowLairsEtharis","M|XPHB","Rare","No","3417.15","3,417 gp","Algorithm","True"
"Lycan Blowgun","GrimHollowLairsEtharis","R|XPHB","Rare","No","3334.49","3,334 gp","Algorithm","True"
"Lycan Club","GrimHollowLairsEtharis","M|XPHB","Rare","No","3248.32","3,248 gp","Algorithm","True"
"Lycan Dagger","GrimHollowLairsEtharis","M|XPHB","Rare","No","3206.99","3,206 gp","Algorithm","True"
"Lycan Dart","GrimHollowLairsEtharis","R|XPHB","Rare","No","3124.34","3,124 gp","Algorithm","True"
"Lycan Double-Bladed Scimitar","GrimHollowLairsEtharis","M","Rare","No","3441.33","3,441 gp","Algorithm","True"
"Lycan Flail","GrimHollowLairsEtharis","M|XPHB","Rare","No","3375.82","3,375 gp","Algorithm","True"
"Lycan Glaive","GrimHollowLairsEtharis","M|XPHB","Rare","No","3441.33","3,441 gp","Algorithm","True"
"Lycan Greataxe","GrimHollowLairsEtharis","M|XPHB","Rare","No","3578.02","3,578 gp","Algorithm","True"
"Lycan Greatclub","GrimHollowLairsEtharis","M|XPHB","Rare","No","3471.79","3,471 gp","Algorithm","True"
"Lycan Greatsword","GrimHollowLairsEtharis","M|XPHB","Rare","No","3568.83","3,568 gp","Algorithm","True"
"Lycan Halberd","GrimHollowLairsEtharis","M|XPHB","Rare","No","3441.33","3,441 gp","Algorithm","True"
"Lycan Hand Crossbow","GrimHollowLairsEtharis","R|XPHB","Rare","No","3272.5","3,272 gp","Algorithm","True"
"Lycan Handaxe","GrimHollowLairsEtharis","M|XPHB","Rare","No","3248.32","3,248 gp","Algorithm","True"
"Lycan Heavy Crossbow","GrimHollowLairsEtharis","R|XPHB","Rare","No","3506.84","3,506 gp","Algorithm","True"
"Lycan Hooked Shortspear","GrimHollowLairsEtharis","M","Rare","No","3248.32","3,248 gp","Algorithm","True"
"Lycan Hoopak","GrimHollowLairsEtharis","M","Rare","No","3248.32","3,248 gp","Algorithm","True"
"Lycan Javelin","GrimHollowLairsEtharis","M|XPHB","Rare","No","3248.32","3,248 gp","Algorithm","True"
"Lycan Lance","GrimHollowLairsEtharis","M|XPHB","Rare","No","3441.33","3,441 gp","Algorithm","True"
"Lycan Light Crossbow","GrimHollowLairsEtharis","R|XPHB","Rare","No","3430.46","3,430 gp","Algorithm","True"
"Lycan Light Hammer","GrimHollowLairsEtharis","M|XPHB","Rare","No","3248.32","3,248 gp","Algorithm","True"
"Lycan Light Repeating Crossbow","GrimHollowLairsEtharis","R","Rare","No","3430.46","3,430 gp","Algorithm","True"
"Lycan Longbow","GrimHollowLairsEtharis","R|XPHB","Rare","No","3375.82","3,375 gp","Algorithm","True"
"Lycan Longsword","GrimHollowLairsEtharis","M|XPHB","Rare","No","3400.0","3,400 gp","Algorithm","True"
"Lycan Mace","GrimHollowLairsEtharis","M|XPHB","Rare","No","3289.65","3,289 gp","Algorithm","True"
"Lycan Maul","GrimHollowLairsEtharis","M|XPHB","Rare","No","3599.29","3,599 gp","Algorithm","True"
"Lycan Morningstar","GrimHollowLairsEtharis","M|XPHB","Rare","No","3417.15","3,417 gp","Algorithm","True"
"Lycan Pike","GrimHollowLairsEtharis","M|XPHB","Rare","No","3506.84","3,506 gp","Algorithm","True"
"Lycan Quarterstaff","GrimHollowLairsEtharis","M|XPHB","Rare","No","3289.65","3,289 gp","Algorithm","True"
"Lycan Rapier","GrimHollowLairsEtharis","M|XPHB","Rare","No","3375.82","3,375 gp","Algorithm","True"
"Lycan Scimitar","GrimHollowLairsEtharis","M|XPHB","Rare","No","3272.5","3,272 gp","Algorithm","True"
"Lycan Shortbow","GrimHollowLairsEtharis","R|XPHB","Rare","No","3248.32","3,248 gp","Algorithm","True"
"Lycan Shortsword","GrimHollowLairsEtharis","M|XPHB","Rare","No","3248.32","3,248 gp","Algorithm","True"
"Lycan Sickle","GrimHollowLairsEtharis","M|XPHB","Rare","No","3248.32","3,248 gp","Algorithm","True"
"Lycan Sling","GrimHollowLairsEtharis","R|XPHB","Rare","No","3272.5","3,272 gp","Algorithm","True"
"Lycan Spear","GrimHollowLairsEtharis","M|XPHB","Rare","No","3272.5","3,272 gp","Algorithm","True"
"Lycan Trident","GrimHollowLairsEtharis","M|XPHB","Rare","No","3417.15","3,417 gp","Algorithm","True"
"Lycan War Pick","GrimHollowLairsEtharis","M|XPHB","Rare","No","3375.82","3,375 gp","Algorithm","True"
"Lycan Warhammer","GrimHollowLairsEtharis","M|XPHB","Rare","No","3430.46","3,430 gp","Algorithm","True"
"Lycan Whip","GrimHollowLairsEtharis","M|XPHB","Rare","No","3272.5","3,272 gp","Algorithm","True"
"Lycan Yklwa","GrimHollowLairsEtharis","M","Rare","No","3400.0","3,400 gp","Algorithm","True"
"Lyre of Building","TCE","INS","Rare","class","11829.66","11,829 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Mabaran Ebony Rod","ERLW","SCF|XPHB","Common","open","90.0","90 gp","Algorithm","True"
"Mabaran Ebony Staff","ERLW","SCF|XPHB","Common","open","96.75","96 gp","Algorithm","True"
"Mabaran Ebony Wand","ERLW","SCF|XPHB","Common","open","83.25","83 gp","Algorithm","True"
"Mabaran Obsidian Crystal","ERLW","SCF|XPHB","Common","open","90.0","90 gp","Algorithm","True"
"Mabaran Obsidian Orb","ERLW","SCF|XPHB","Common","open","90.0","90 gp","Algorithm","True"
"Mace Armblade","ERLW","M|XPHB","Common","class","82.32","82 gp","Algorithm","True"
"Mace Jaw Breakers (rare)","HelianasGuidetoMonsterHunting","M","Rare","class","562.58","562 gp","Algorithm","True"
"Mace Jaw Breakers (very rare)","HelianasGuidetoMonsterHunting","M","Very Rare","class","2638.3","2,638 gp","Algorithm","True"
"Mace of Agonizing Paralysis","CoA","M|XPHB","Very Rare","open","13050.88","13,050 gp","Algorithm","True"
"Mace of Certain Death","EGW","M|XPHB","Rare","No","3905.89","3,905 gp","Algorithm","True"
"Mace of Disruption","XDMG","M|XPHB","Rare","open","2793.15","2,793 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Mace of Smiting","XDMG","M|XPHB","Rare","No","4549.98","4,549 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Mace of Terror","XDMG","M|XPHB","Rare","open","3932.75","3,932 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Mace of the Black Crown (Awakened)","EGW","M","Artifact","open","160218.0","160,218 gp","Algorithm","False"
"Mace of the Black Crown (Dormant)","EGW","M","Artifact","open","157630.5","157,630 gp","Algorithm","False"
"Mace of the Black Crown (Exalted)","EGW","M","Artifact","open","176778.0","176,778 gp","Algorithm","False"
"Mace of the Sun And Moon","ObojimaTallGrass","M","Rare","open","3483.16","3,483 gp","Algorithm","True"
"Mace of Warning","XDMG","M|XPHB","Uncommon","open","658.12","658 gp","Algorithm","True"
"Macuahuitl","TftYP","M","Unknown Magic","No","508.66","508 gp","Algorithm","False"
"Maddgoth's Helm","WDMM","OTH","Very Rare","class","8944.8","8,944 gp","Algorithm","False"
"Magen Handbell","NF","","Rare","No","3042.17","3,042 gp","Algorithm","False"
"Magnum of Certain Death","EGW","R|XPHB","Rare","No","4223.77","4,223 gp","Algorithm","True"
"Magnum of Throne's Command","BMT","R|XPHB","Very Rare","open","16625.93","16,625 gp","Algorithm","True"
"Magnum of Warning","XDMG","R|XPHB","Uncommon","open","711.77","711 gp","Algorithm","True"
"Making Channeling Wand","ExploringEberron24","WD|XDMG","Rare","class","4348.31","4,348 gp","Algorithm","False"
"Making Dragonmark Channel","ExploringEberron24","","Common","class","229.1","229 gp","Algorithm","False"
"Making Dragonmark Reservoir","ExploringEberron24","","Uncommon","class","1575.37","1,575 gp","Algorithm","False"
"Manifold Tool","EFA","","Common","open","118.75","118 gp","Algorithm","False"
"Manor Key","ExploringEberron24","","Rare","No","3042.17","3,042 gp","Algorithm","False"
"Mantle of Otherworldly Charisma","MonstersOfDrakkenheim","","Rare","open","3070.25","3,070 gp","Algorithm","False"
"Mantle of Spell Resistance","XDMG","","Rare","open","7912.5","7,912 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Manual of Bodily Health","XDMG","","Very Rare","No","32165.54","32,165 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Manual of Clay Golems","XDMG","","Very Rare","No","19225.34","19,225 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Manual of Flesh Golems","XDMG","","Very Rare","No","7444.34","7,444 gp","Single source (DSA)","True"
"Manual of Gainful Exercise","XDMG","","Very Rare","No","30415.54","30,415 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Manual of Iron Golems","XDMG","","Very Rare","No","20980.94","20,980 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Manual of Occult Anatomy +1","MonstersOfDrakkenheim","","Rare","class","3068.33","3,068 gp","Algorithm","False"
"Manual of Occult Anatomy +2","MonstersOfDrakkenheim","","Very Rare","class","13510.19","13,510 gp","Algorithm","False"
"Manual of Occult Anatomy +3","MonstersOfDrakkenheim","","Legendary","class","55206.38","55,206 gp","Algorithm","False"
"Manual of Quickness of Action","XDMG","","Very Rare","No","32165.54","32,165 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Manual of Stone Golems","XDMG","","Very Rare","No","18324.44","18,324 gp","Single source (DSA)","True"
"Mariner's Armor","XDMG","GV|XDMG","Uncommon","No","1597.21","1,597 gp","Amalgamated (DSA,MSRP)","True"
"Mariner's Breastplate","XDMG","MA|XPHB","Uncommon","No","1075.0","1,075 gp","Algorithm","True"
"Mariner's Chain Mail","XDMG","HA|XPHB","Uncommon","No","1321.07","1,321 gp","Algorithm","True"
"Mariner's Chain Shirt","XDMG","MA|XPHB","Uncommon","No","1051.96","1,051 gp","Algorithm","True"
"Mariner's Half Plate Armor","XDMG","MA|XPHB","Uncommon","No","1298.04","1,298 gp","Algorithm","True"
"Mariner's Hide Armor","XDMG","MA|XPHB","Uncommon","No","1028.93","1,028 gp","Algorithm","True"
"Mariner's Leather Armor","XDMG","LA|XPHB","Uncommon","No","1005.89","1,005 gp","Algorithm","True"
"Mariner's Padded Armor","XDMG","LA|XPHB","Uncommon","No","1205.89","1,205 gp","Algorithm","True"
"Mariner's Plate Armor","XDMG","HA|XPHB","Uncommon","No","1379.64","1,379 gp","Algorithm","True"
"Mariner's Ring Mail","XDMG","HA|XPHB","Uncommon","No","1275.0","1,275 gp","Algorithm","True"
"Mariner's Scale Mail","XDMG","MA|XPHB","Uncommon","No","1275.0","1,275 gp","Algorithm","True"
"Mariner's Splint Armor","XDMG","HA|XPHB","Uncommon","No","1344.11","1,344 gp","Algorithm","True"
"Mariner's Studded Leather Armor","XDMG","LA|XPHB","Uncommon","No","1028.93","1,028 gp","Algorithm","True"
"Mask of Changed Appearance","NF","","Common","No","639.09","639 gp","Algorithm","False"
"Mask of Monstrous Forms","MonstersOfDrakkenheim","","Rare","class","2391.48","2,391 gp","Algorithm","False"
"Mask of the Beast","ToA","","Uncommon","No","387.28","387 gp","Amalgamated (MSRP,DMPG)","True"
"Mask of the Dragon Queen","RoT","","Artifact","open","135000.0","135,000 gp","Algorithm","False"
"Masque Charm","SCC","","Common","No","114.09","114 gp","Algorithm","False"
"Masquerade Tattoo","TCE","","Common","open","110.27","110 gp","Amalgamated (MSRP,DMPG)","True"
"Mastix, Whip of Erebos","MOT","M","Artifact","open","50000.0","50,000 gp","Algorithm","False"
"Matalotok","BGDIA","M","Legendary","open","38650.34","38,650 gp","Algorithm","False"
"Mattock of Certain Death","EGW","M","Rare","No","4146.3","4,146 gp","Algorithm","True"
"Mattock of Throne's Command","BMT","M","Very Rare","open","16343.59","16,343 gp","Algorithm","True"
"Mattock of Warning","XDMG","M","Uncommon","open","698.69","698 gp","Algorithm","True"
"Maul Haemstrike (rare)","HelianasGuidetoMonsterHunting","M","Rare","class","645.25","645 gp","Algorithm","True"
"Maul Haemstrike (uncommon)","HelianasGuidetoMonsterHunting","M","Uncommon","class","667.5","667 gp","Algorithm","True"
"Maul Haemstrike (very rare)","HelianasGuidetoMonsterHunting","M","Very Rare","class","3026.0","3,026 gp","Algorithm","True"
"Maul Jaw Breakers (rare)","HelianasGuidetoMonsterHunting","M","Rare","class","619.87","619 gp","Algorithm","True"
"Maul Jaw Breakers (very rare)","HelianasGuidetoMonsterHunting","M","Very Rare","class","2906.98","2,906 gp","Algorithm","True"
"Maul Mawling Maul (rare)","HelianasGuidetoMonsterHunting","M","Rare","No","4450.0","4,450 gp","Algorithm","True"
"Maul Mawling Maul (uncommon)","HelianasGuidetoMonsterHunting","M","Uncommon","No","834.38","834 gp","Algorithm","True"
"Maul of Agonizing Paralysis","CoA","M|XPHB","Very Rare","open","14379.91","14,379 gp","Algorithm","True"
"Maul of Certain Death","EGW","M|XPHB","Rare","No","4146.3","4,146 gp","Algorithm","True"
"Maul of Chaos","MonstersOfDrakkenheim","M|XPHB","Legendary","open","14378.39","14,378 gp","Algorithm","True"
"Maul of the Sun And Moon","ObojimaTallGrass","M","Rare","open","3811.01","3,811 gp","Algorithm","True"
"Maul of Throne's Command","BMT","M|XPHB","Very Rare","open","16343.59","16,343 gp","Algorithm","True"
